Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A greedy search based evolutionary algorithm for electric vehicle routing problem","Applied Intelligence","","53","3","10.1007/s10489-022-03555-8","Vu Quoc HienTran Cong DaoHuynh Thi Thanh Binh","2023","http://link.springer.com/article/10.1007/s10489-022-03555-8","Article"
"Focal distance tabu search","Science China Information Sciences","","64","5","10.1007/s11432-020-3115-5","Fred GloverZhipeng Lü","2021","http://link.springer.com/article/10.1007/s11432-020-3115-5","Article"
"Home healthcare routing and scheduling of multiple nurses in a dynamic environment","Flexible Services and Manufacturing Journal","","33","1","10.1007/s10696-019-09350-x","Mustafa DemirbilekJuergen BrankeArne K. Strauss","2021","http://link.springer.com/article/10.1007/s10696-019-09350-x","Article"
"RETRACTED ARTICLE: A Multi-agent Based Self-adaptive Genetic Algorithm for the Long-term Car Pooling Problem","Journal of Mathematical Modelling and Algorithms in Operations Research","","12","1","10.1007/s10852-012-9175-7","Yuhan GuoGilles GoncalvesTienté Hsu","2013","http://link.springer.com/article/10.1007/s10852-012-9175-7","Article"
"Drone routing problem model for last-mile delivery using the public transportation capacity as moving charging stations","Scientific Reports","","12","1","10.1038/s41598-022-10408-4","Amirhossein MoadabFatemeh FarajzadehOmid Fatahi Valilai","2022","http://link.springer.com/article/10.1038/s41598-022-10408-4","Article"
"Multimodal processes prototyping subject to grid-like network and fuzzy operation time constraints","Annals of Operations Research","","273","1 - 2","10.1007/s10479-017-2468-5","Grzegorz BocewiczZbigniew BanaszakIzabela Nielsen","2019","http://link.springer.com/article/10.1007/s10479-017-2468-5","Article"
"To team up or not: single versus team driving in European road freight transport","Flexible Services and Manufacturing Journal","","33","4","10.1007/s10696-020-09398-0","Asvin GoelThibaut VidalAdrianus Leendert Kok","2021","http://link.springer.com/article/10.1007/s10696-020-09398-0","Article"
"The fleet size and mix vehicle routing problem with time windows","Journal of the Operational Research Society","","50","7","10.1057/palgrave.jors.2600763","F-H LiuS-Y Shen","1999","http://link.springer.com/article/10.1057/palgrave.jors.2600763","Article"
"Adaptive mixed differential evolution algorithm for bi-objective tooth profile spur gear optimization","The International Journal of Advanced Manufacturing Technology","","90","5 - 8","10.1007/s00170-016-9523-2","Hammoudi AbderazekDjeddou FerhatAtanasovska Ivana","2017","http://link.springer.com/article/10.1007/s00170-016-9523-2","Article"
"Multi-objective traveling salesman problem: an ABC approach","Applied Intelligence","","50","11","10.1007/s10489-020-01713-4","Indadul KhanManas Kumar MaitiKrishnendu Basuli","2020","http://link.springer.com/article/10.1007/s10489-020-01713-4","Article"
"The optimal configuration for various placement machines in PCB assembly lines","Annals of Operations Research","","","","10.1007/s10479-024-05828-6","Tzu-Li ChenJames C. ChenYin-Yann ChenYu-Jie Chang","2024","http://link.springer.com/article/10.1007/s10479-024-05828-6","Article"
"Improving robustness of solutions to arc routing problems","Journal of the Operational Research Society","","56","5","10.1057/palgrave.jors.2601822","G FleuryP LacommeC PrinsW Ramdane-Chérif","2005","http://link.springer.com/article/10.1057/palgrave.jors.2601822","Article"
"Colony search optimization algorithm using global optimization","The Journal of Supercomputing","","78","5","10.1007/s11227-021-04127-2","Heng WenSu Xin WangFu Qiang LuMing FengLei Zhen WangJun Kai XiongMa Cong Si","2022","http://link.springer.com/article/10.1007/s11227-021-04127-2","Article"
"Demand-Driven Harvest Planning and Machinery Scheduling for Guayule","Operations Research Forum","","4","1","10.1007/s43069-022-00192-2","Shunyu YaoNeng FanClark SeavertTrent Teegerstrom","2023","http://link.springer.com/article/10.1007/s43069-022-00192-2","Article"
"An optimization tool to dimension innovative home health care services with devices and disposable materials","Flexible Services and Manufacturing Journal","","32","3","10.1007/s10696-019-09339-6","Fabiola Regis-HernándezGiuliana CarelloEttore Lanzarone","2020","http://link.springer.com/article/10.1007/s10696-019-09339-6","Article"
"A hybrid cuckoo search and variable neighborhood descent for single and multiobjective scheduling problems","The International Journal of Advanced Manufacturing Technology","","75","9 - 12","10.1007/s00170-014-6262-0","Samer HanounDoug CreightonSaeid Nahavandi","2014","http://link.springer.com/article/10.1007/s00170-014-6262-0","Article"
"POPMUSIC for a real-world large-scale vehicle routing problem with time windows","Journal of the Operational Research Society","","60","7","10.1057/palgrave.jors.2602633","A OstertagK F DoernerR F HartlE D TaillardP Waelti","2009","http://link.springer.com/article/10.1057/palgrave.jors.2602633","Article"
"Coordination of production planning and distribution in closed-loop supply chains","Neural Computing and Applications","","32","17","10.1007/s00521-020-04770-5","Yusuf KuvvetliRızvan Erol","2020","http://link.springer.com/article/10.1007/s00521-020-04770-5","Article"
"Sustainable multiple travelling salesman problem solved by reference point aspiration level based multi objective quasi oppositional Jaya algorithm under uncertain environment","Evolutionary Intelligence","","","","10.1007/s12065-023-00904-5","Aaishwarya S. BajajJayesh M. Dhodiya","2024","http://link.springer.com/article/10.1007/s12065-023-00904-5","Article"
"The rendezvous vehicle routing problem","Optimization Letters","","17","8","10.1007/s11590-023-02037-1","Bruce GoldenEric OdenS. Raghavan","2023","http://link.springer.com/article/10.1007/s11590-023-02037-1","Article"
"Iterative flattening search for resource constrained scheduling","Journal of Intelligent Manufacturing","","21","1","10.1007/s10845-008-0163-8","Angelo OddiAmedeo CestaNicola PolicellaStephen F. Smith","2010","http://link.springer.com/article/10.1007/s10845-008-0163-8","Article"
"A new mixed integer linear model for a rich vehicle routing problem with docking constraints","Annals of Operations Research","","181","1","10.1007/s10479-010-0748-4","Julia RieckJürgen Zimmermann","2010","http://link.springer.com/article/10.1007/s10479-010-0748-4","Article"
"Orthogonal Methods Based Ant Colony Search for Solving Continuous Optimization Problems","Journal of Computer Science and Technology","","23","1","10.1007/s11390-008-9111-5","Xiao-Min HuJun ZhangYun Li","2008","http://link.springer.com/article/10.1007/s11390-008-9111-5","Article"
"A combined approach for analysing heuristic algorithms","Journal of Heuristics","","25","4 - 5","10.1007/s10732-018-9388-7","Jeroen CorstjensNguyen DangBenoît DepaireAn CarisPatrick De Causmaecker","2019","http://link.springer.com/article/10.1007/s10732-018-9388-7","Article"
"Economic model predictive inventory routing and control","Central European Journal of Operations Research","","25","3","10.1007/s10100-017-0472-0","Athanassios NikolakopoulosIoannis Ganas","2017","http://link.springer.com/article/10.1007/s10100-017-0472-0","Article"
"Optimizing construction schedules and material deliveries in city logistics: a case study from the building industry","Flexible Services and Manufacturing Journal","","33","3","10.1007/s10696-020-09391-7","Pamela C. Nolz","2021","http://link.springer.com/article/10.1007/s10696-020-09391-7","Article"
"Connecting a population dynamic model with a multi-period location-allocation problem for post-disaster relief operations","Annals of Operations Research","","247","2","10.1007/s10479-015-2104-1","Christophe DuhamelAndréa Cynthia SantosDaniel BrasilEric ChâteletBabiga Birregah","2016","http://link.springer.com/article/10.1007/s10479-015-2104-1","Article"
"A multi-stop routing problem","Annals of Operations Research","","157","1","10.1007/s10479-007-0252-7","Jose Luis Gonzalez-VelardeSalvador Garcia-LumbrerasAlberto Garcia-Diaz","2008","http://link.springer.com/article/10.1007/s10479-007-0252-7","Article"
"The integrated orderline batching, batch scheduling, and picker routing problem with multiple pickers: the benefits of splitting customer orders","Flexible Services and Manufacturing Journal","","34","3","10.1007/s10696-021-09425-8","Mustapha HaouassiYannick KergosienJorge E. MendozaLouis-Martin Rousseau","2022","http://link.springer.com/article/10.1007/s10696-021-09425-8","Article"
"An improved fireworks algorithm for the capacitated vehicle routing problem","Frontiers of Computer Science","","13","3","10.1007/s11704-017-6418-9","Weibo YangLiangjun Ke","2019","http://link.springer.com/article/10.1007/s11704-017-6418-9","Article"
"Route planning of truck and multi-drone rendezvous with available time window constraints of drones","Science China Technological Sciences","","65","9","10.1007/s11431-022-2130-7","ChengYuan LiangXin LuoXueDong ChenBin Han","2022","http://link.springer.com/article/10.1007/s11431-022-2130-7","Article"
"Design of an improved quantum-inspired evolutionary algorithm for a transportation problem in logistics systems","Journal of Intelligent Manufacturing","","23","6","10.1007/s10845-011-0568-7","Lixing WangS. K. KowkW. H. Ip","2012","http://link.springer.com/article/10.1007/s10845-011-0568-7","Article"
"Literature review analytics (LRA) on sustainable cold-chain for perishable food products: research trends and future directions","OPSEARCH","","55","3 - 4","10.1007/s12597-018-0338-9","Prem VratRachita GuptaAman BhatnagarDevendra Kumar PathakVijayta Fulzele","2018","http://link.springer.com/article/10.1007/s12597-018-0338-9","Article"
"Dynamic three-stage operating room scheduling considering patient waiting time and surgical overtime costs","Journal of Combinatorial Optimization","","39","1","10.1007/s10878-019-00463-5","Shuwan ZhuWenjuan FanTongzhu LiuShanlin YangPanos M. Pardalos","2020","http://link.springer.com/article/10.1007/s10878-019-00463-5","Article"
"Using ant colony optimization to solve hybrid flow shop scheduling problems","The International Journal of Advanced Manufacturing Technology","","35","5 - 6","10.1007/s00170-007-1048-2","Kemal AlaykýranOrhan EnginAlper Döyen","2007","http://link.springer.com/article/10.1007/s00170-007-1048-2","Article"
"The Capacitated Vehicle Routing Problem","Digitale Welt","","3","2","10.1007/s42354-019-0165-z","Christoph RochStefan Langer","2019","http://link.springer.com/article/10.1007/s42354-019-0165-z","Article"
"Household Activity Pattern Problem with Autonomous Vehicles","Networks and Spatial Economics","","21","3","10.1007/s11067-021-09537-6","Yashar KhayatiJee Eun KangMark KarwanChase Murray","2021","http://link.springer.com/article/10.1007/s11067-021-09537-6","Article"
"A genetic algorithm for fuzzy random and low-carbon integrated forward/reverse logistics network design","Neural Computing and Applications","","32","7","10.1007/s00521-019-04340-4","Yangjun RenChuanxu WangBotang LiChao YuSuyong Zhang","2020","http://link.springer.com/article/10.1007/s00521-019-04340-4","Article"
"A hybrid clonal selection algorithm for the location routing problem with stochastic demands","Annals of Mathematics and Artificial Intelligence","","76","1 - 2","10.1007/s10472-014-9441-7","Yannis MarinakisMagdalene MarinakiAthanasios Migdalas","2016","http://link.springer.com/article/10.1007/s10472-014-9441-7","Article"
"Recent progress of local search in handling the time window constraints of the vehicle routing problem","Annals of Operations Research","","204","1","10.1007/s10479-012-1264-5","Hideki HashimotoMutsunori YagiuraShinji ImahoriToshihide Ibaraki","2013","http://link.springer.com/article/10.1007/s10479-012-1264-5","Article"
"A unified tabu search heuristic for vehicle routing problems with time windows","Journal of the Operational Research Society","","52","8","10.1057/palgrave.jors.2601163","J-F CordeauG LaporteA Mercier","2001","http://link.springer.com/article/10.1057/palgrave.jors.2601163","Article"
"A new enhancement of the Clarke and Wright savings heuristic for the capacitated vehicle routing problem","Journal of the Operational Research Society","","56","8","10.1057/palgrave.jors.2601916","İ K AltınelT Öncan","2005","http://link.springer.com/article/10.1057/palgrave.jors.2601916","Article"
"Integrating ant colony and genetic algorithms in the balancing and scheduling of complex assembly lines","The International Journal of Advanced Manufacturing Technology","","82","1 - 4","10.1007/s00170-015-7320-y","Ibrahim KucukkocDavid Z Zhang","2016","http://link.springer.com/article/10.1007/s00170-015-7320-y","Article"
"Fuzzy logic applied to mutation size in evolutionary strategies","Evolutionary Intelligence","","","","10.1007/s12065-023-00894-4","Pytel Krzysztof","2023","http://link.springer.com/article/10.1007/s12065-023-00894-4","Article"
"A comprehensive multi-objective mixed integer nonlinear programming model for an integrated elderly care service districting problem","Annals of Operations Research","","291","1 - 2","10.1007/s10479-018-3078-6","Meiyan LinKwai Sang ChinLijun MaKwok Leung Tsui","2020","http://link.springer.com/article/10.1007/s10479-018-3078-6","Article"
